name,stars,age,releases,language,zip_url,clone_url
ImageEditor-Android,2105,8,0,Java,https://codeload.github.com/siwangqishiq/ImageEditor-Android/legacy.zip/9dced4f26857f486871aab987020dbc010e932ff,https://github.com/siwangqishiq/ImageEditor-Android
Android-Touch-Helper,4368,2,112,Java,https://codeload.github.com/zfdang/Android-Touch-Helper/legacy.zip/a4e333a369ad599c66b4f98646f7a27f8b5ff445,https://github.com/zfdang/Android-Touch-Helper
Android-Animation-Set,2829,5,0,Java,https://codeload.github.com/OCNYang/Android-Animation-Set/legacy.zip/8484475e59d166dc0b4166b8a8061442f141ee7c,https://github.com/OCNYang/Android-Animation-Set
chat-sdk-android,1587,6,0,Java,https://codeload.github.com/chat-sdk/chat-sdk-android/legacy.zip/f37912beaea64de820ebac66ef15be1cfe3ac345,https://github.com/chat-sdk/chat-sdk-android
MasteringAndroidDataBinding,2592,8,0,Java,https://codeload.github.com/liangfeidotme/MasteringAndroidDataBinding/legacy.zip/526a98f68cd116e83047f722b1231f36d37c6400,https://github.com/liangfeidotme/MasteringAndroidDataBinding
android-sqlite-asset-helper,2150,11,2,Java,https://codeload.github.com/jgilfelt/android-sqlite-asset-helper/legacy.zip/74a9b0d68aeb1bb0b9778c5598e37da573919ce1,https://github.com/jgilfelt/android-sqlite-asset-helper
android-satellite-menu,1398,11,0,Java,https://codeload.github.com/siyamed/android-satellite-menu/legacy.zip/ff0964c849095eb17c5fe9f84f158e39d5a5ef03,https://github.com/siyamed/android-satellite-menu
android-circlebutton,1472,9,0,Java,https://codeload.github.com/markushi/android-circlebutton/legacy.zip/611d7d6d376b12e834e83f5ad20bdeb3793681ad,https://github.com/markushi/android-circlebutton
android-developer-roadmap,2641,4,0,Java,https://codeload.github.com/amitshekhariitbhu/android-developer-roadmap/legacy.zip/7823b07dd778e00044e5d8263e26563fbda0913c,https://github.com/amitshekhariitbhu/android-developer-roadmap
card.io-Android-SDK,1973,10,22,Java,https://codeload.github.com/card-io/card.io-Android-SDK/legacy.zip/c3fcd5e6b563aca8b87cbc7f4ff008a8bb4b46ef,https://github.com/card-io/card.io-Android-SDK
android-butterknife-zelezny,3394,9,8,Java,https://codeload.github.com/avast/android-butterknife-zelezny/legacy.zip/ad040deda488cdc2d4f5b104917b8310e25b051a,https://github.com/avast/android-butterknife-zelezny
android-PullRefreshLayout,2062,8,0,Java,https://codeload.github.com/baoyongzhang/android-PullRefreshLayout/legacy.zip/3b439e1d6762880063eedf4b347eaa1f417d086d,https://github.com/baoyongzhang/android-PullRefreshLayout
android-priority-jobqueue,3408,9,0,Java,https://codeload.github.com/yigit/android-priority-jobqueue/legacy.zip/360c090857eb0f6efbdde04a7c8bb5cc31582eb9,https://github.com/yigit/android-priority-jobqueue
android-ConstraintLayoutExamples,2568,6,1,Java,https://codeload.github.com/googlearchive/android-ConstraintLayoutExamples/legacy.zip/584dde12c5defe53e266a4d3e23868dfd6c76f39,https://github.com/googlearchive/android-ConstraintLayoutExamples
BGABadgeView-Android,2649,8,0,Java,https://codeload.github.com/bingoogolapple/BGABadgeView-Android/legacy.zip/eccbfa5d7a86ba4423a30984aa95597480cf8dcc,https://github.com/bingoogolapple/BGABadgeView-Android
Android-MaterialRefreshLayout,2114,8,0,Java,https://codeload.github.com/android-cjj/Android-MaterialRefreshLayout/legacy.zip/06b32352ebb1ce5a33b29c153d0f5a37f934af7e,https://github.com/android-cjj/Android-MaterialRefreshLayout
jellyfin-androidtv,1671,4,66,Java,https://codeload.github.com/jellyfin/jellyfin-androidtv/legacy.zip/a2fba5b3867f0d698a4a1877fb18b4b56c866599,https://github.com/jellyfin/jellyfin-androidtv
keepass2android,4023,6,25,Java,https://codeload.github.com/PhilippC/keepass2android/legacy.zip/c16eeff130a4c93745f889b864388e1f0294c82b,https://github.com/PhilippC/keepass2android
sceneform-android-sdk,1212,5,17,Java,https://codeload.github.com/google-ar/sceneform-android-sdk/legacy.zip/b33fa25987561e5bf2129a25fbce6ad3b43ac4ee,https://github.com/google-ar/sceneform-android-sdk
android-percent-support-extend,1818,8,0,Java,https://codeload.github.com/hongyangAndroid/android-percent-support-extend/legacy.zip/87a2fed084cf6b6b8adc26134215d11a5fbb36bf,https://github.com/hongyangAndroid/android-percent-support-extend
android-percent-support-lib-sample,2795,8,2,Java,https://codeload.github.com/JulienGenoud/android-percent-support-lib-sample/legacy.zip/ab37ec9395089fb9b571859256e879cdc5d88929,https://github.com/JulienGenoud/android-percent-support-lib-sample
welcome-android,1766,7,24,Java,https://codeload.github.com/stephentuso/welcome-android/legacy.zip/07524dad904a11f573c24b7124192ebbe23c77ee,https://github.com/stephentuso/welcome-android
welcome-android,1766,7,24,Java,https://codeload.github.com/stephentuso/welcome-android/legacy.zip/07524dad904a11f573c24b7124192ebbe23c77ee,https://github.com/stephentuso/welcome-android
Android-SlideExpandableListView,1985,11,0,Java,https://codeload.github.com/tjerkw/Android-SlideExpandableListView/legacy.zip/0355484f2e62fc0fd939349a70684ae6369f4fc1,https://github.com/tjerkw/Android-SlideExpandableListView
android-styled-dialogs,2159,10,8,Java,https://codeload.github.com/avast/android-styled-dialogs/legacy.zip/36d33e094e9cbadd4c02f54d41d54d736f082abe,https://github.com/avast/android-styled-dialogs
Android-Plugin-Framework,1751,8,2,Java,https://codeload.github.com/limpoxe/Android-Plugin-Framework/legacy.zip/80775c96503f9017f1a730085758cd8a8c1c454b,https://github.com/limpoxe/Android-Plugin-Framework
Android-Clean-Boilerplate,2203,7,0,Java,https://codeload.github.com/dmilicic/Android-Clean-Boilerplate/legacy.zip/8f27d09f4c957baf6c6109df5e282bae0714fa24,https://github.com/dmilicic/Android-Clean-Boilerplate
open-event-organizer-android,1785,7,9,Java,https://codeload.github.com/fossasia/open-event-organizer-android/legacy.zip/04812b35c14141e0a788ebdc665cbf2d2dfbf0ed,https://github.com/fossasia/open-event-organizer-android
android-Camera2Video,1201,9,0,Java,https://codeload.github.com/googlearchive/android-Camera2Video/legacy.zip/626fb6c10f4a7f067e03ec7db3edc0881e669253,https://github.com/googlearchive/android-Camera2Video
simplenote-android,1678,10,102,Java,https://codeload.github.com/Automattic/simplenote-android/legacy.zip/f626db496be7981018675dc2d73ae28bef3eac71,https://github.com/Automattic/simplenote-android
android-demo-app,1296,3,0,Java,https://codeload.github.com/pytorch/android-demo-app/legacy.zip/8e2700a96dd4126f7aaae0f62d52d44bac9ed722,https://github.com/pytorch/android-demo-app
SlidingTutorial-Android,2490,7,0,Java,https://codeload.github.com/Cleveroad/SlidingTutorial-Android/legacy.zip/6b7ed9760f906a1e153da8e7a1ffce805617973d,https://github.com/Cleveroad/SlidingTutorial-Android
BGAPhotoPicker-Android,2228,7,2,Java,https://codeload.github.com/bingoogolapple/BGAPhotoPicker-Android/legacy.zip/20e0e59a7dd8aacaef1c4ea0699396c19af1de6c,https://github.com/bingoogolapple/BGAPhotoPicker-Android
JASONETTE-Android,1610,6,3,Java,https://codeload.github.com/Jasonette/JASONETTE-Android/legacy.zip/54fce9624b892c8da3da428c9f1a1c89f51320ef,https://github.com/Jasonette/JASONETTE-Android
google-authenticator-android,1524,8,2,Java,https://codeload.github.com/google/google-authenticator-android/legacy.zip/6f65e99fcbc9bbefdc3317c008345db595052a2b,https://github.com/google/google-authenticator-android
Android-Pay,1634,6,0,Java,https://codeload.github.com/mayubao/Android-Pay/legacy.zip/603233da5d5d78b3f25273b87554e2a06d6d3e61,https://github.com/mayubao/Android-Pay
android-FingerprintDialog,1375,8,0,Java,https://codeload.github.com/googlearchive/android-FingerprintDialog/legacy.zip/27a08f047090b5e0ab59cca3efd22754c1fea16a,https://github.com/googlearchive/android-FingerprintDialog
android-test,1109,8,41,Java,https://codeload.github.com/android/android-test/legacy.zip/5fdd7617cb5681db69f880615bb559e737bfd05c,https://github.com/android/android-test
android-priority-jobqueue,2414,10,0,Java,https://codeload.github.com/path/android-priority-jobqueue/legacy.zip/8b8c70834ee2e4aec8f0b7894f55cdb82272be36,https://github.com/path/android-priority-jobqueue
android-smart-image-view,1297,12,0,Java,https://codeload.github.com/loopj/android-smart-image-view/legacy.zip/ae872076d9a94f0efd61dbb8f05e1720006c5065,https://github.com/loopj/android-smart-image-view
santa-tracker-android,2082,8,4,Java,https://codeload.github.com/google/santa-tracker-android/legacy.zip/ee84db8e0f58f5777bb10e4d576c73f9cbcba5c9,https://github.com/google/santa-tracker-android
ChatSecureAndroid,1074,12,1,Java,https://codeload.github.com/guardianproject/ChatSecureAndroid/legacy.zip/40754453a490f18c0bcf65d5aa2771b3643c1c93,https://github.com/guardianproject/ChatSecureAndroid
BGASwipeBackLayout-Android,2308,6,0,Java,https://codeload.github.com/bingoogolapple/BGASwipeBackLayout-Android/legacy.zip/8523297d3a86085f862740b3acbc512446683696,https://github.com/bingoogolapple/BGASwipeBackLayout-Android
Android-DirectionalViewPager,1038,12,0,Java,https://codeload.github.com/JakeWharton/Android-DirectionalViewPager/legacy.zip/f966aa804c39b86fda279d99a1e21ba21bd6260a,https://github.com/JakeWharton/Android-DirectionalViewPager
Android-ReactiveLocation,2110,9,0,Java,https://codeload.github.com/mcharmas/Android-ReactiveLocation/legacy.zip/8dce277e49540767965b70502567af93593de994,https://github.com/mcharmas/Android-ReactiveLocation
android-pickers,1286,6,5,Java,https://codeload.github.com/addappcn/android-pickers/legacy.zip/f88c98993d71baa74776324b2b0c0a6e0bf2168a,https://github.com/addappcn/android-pickers
Android-SwipeToDismiss,1285,10,0,Java,https://codeload.github.com/romannurik/Android-SwipeToDismiss/legacy.zip/ecf1e51af2b1f400605b8a3786eed6944dbfbcda,https://github.com/romannurik/Android-SwipeToDismiss
open_nsfw_android,1818,4,11,Java,https://codeload.github.com/devzwy/open_nsfw_android/legacy.zip/a1b49e0cf4d28c2f67bf60a87005a7c220cde487,https://github.com/devzwy/open_nsfw_android
Android-AlertView,1388,8,0,Java,https://codeload.github.com/saiwu-bigkoo/Android-AlertView/legacy.zip/c6f7b59ca7b2994b034871ca1e76a70bfe85e768,https://github.com/saiwu-bigkoo/Android-AlertView
android-lite-orm,1484,9,0,Java,https://codeload.github.com/litesuits/android-lite-orm/legacy.zip/3e45daa718593b5cbad41ecf2448bad0db7e31dd,https://github.com/litesuits/android-lite-orm
mastodon-android,1446,1,17,Java,https://codeload.github.com/mastodon/mastodon-android/legacy.zip/29297be4a381cf1bdbaf6a084163214b878f8176,https://github.com/mastodon/mastodon-android
android-testing-templates,1962,8,0,Java,https://codeload.github.com/googlesamples/android-testing-templates/legacy.zip/474415a17df7e2072fc1a0a589e29e33b020987e,https://github.com/googlesamples/android-testing-templates
freeotp-android,1210,6,3,Java,https://codeload.github.com/freeotp/freeotp-android/legacy.zip/171a78adecabc958196a05b3642fe94586249be4,https://github.com/freeotp/freeotp-android
android-inapp-billing-v3,2183,10,41,Java,https://codeload.github.com/anjlab/android-inapp-billing-v3/legacy.zip/60a70b9b6c16eedddf1a5c5ed78cb8930fa0526c,https://github.com/anjlab/android-inapp-billing-v3
android-vts,1009,8,8,Java,https://codeload.github.com/AndroidVTS/android-vts/legacy.zip/9a6a87c5190e54bea0d9dd4879a815cfdf0ac6cd,https://github.com/AndroidVTS/android-vts
Android-ItemTouchHelper-Demo,2516,8,3,Java,https://codeload.github.com/iPaulPro/Android-ItemTouchHelper-Demo/legacy.zip/d164fba0f27c8aa38cfa7dbd4bc74d53dea44605,https://github.com/iPaulPro/Android-ItemTouchHelper-Demo
android-open-source-project-analysis,2681,6,0,Java,https://codeload.github.com/sucese/android-open-source-project-analysis/legacy.zip/d1f10b671ba51c728c885e7b45ca2c0ffaf86b31,https://github.com/sucese/android-open-source-project-analysis
Android-BLE-Library,1734,5,56,Java,https://codeload.github.com/NordicSemiconductor/Android-BLE-Library/legacy.zip/004e6645dfb391c253c13a8b75d38a86b0aeacc2,https://github.com/NordicSemiconductor/Android-BLE-Library
android-RuntimePermissions,1265,8,0,Java,https://codeload.github.com/googlearchive/android-RuntimePermissions/legacy.zip/96612da3a0b4489fdf818a624a7e26fc768c65c9,https://github.com/googlearchive/android-RuntimePermissions
Android-AppMsg,1371,11,4,Java,https://codeload.github.com/johnkil/Android-AppMsg/legacy.zip/1fbca8f7b432894844b660cbc98a183c9b755dbf,https://github.com/johnkil/Android-AppMsg
android-interview-guide,1819,5,0,Java,https://codeload.github.com/sucese/android-interview-guide/legacy.zip/db6de6baea46ee63e68436442aa6c0733a371ae7,https://github.com/sucese/android-interview-guide
todo.txt-android,1234,13,0,Java,https://codeload.github.com/todotxt/todo.txt-android/legacy.zip/614e0b5eb688cae8236f33c64d7e791d1030cf3c,https://github.com/todotxt/todo.txt-android
BGASwipeBackLayout-Android,2308,6,0,Java,https://codeload.github.com/bingoogolapple/BGASwipeBackLayout-Android/legacy.zip/8523297d3a86085f862740b3acbc512446683696,https://github.com/bingoogolapple/BGASwipeBackLayout-Android
android-edittext-validator,1457,11,3,Java,https://codeload.github.com/vekexasia/android-edittext-validator/legacy.zip/4a100e3d708b232133f4dd8ceb37ad7447fc7a1b,https://github.com/vekexasia/android-edittext-validator
sa-sdk-android,1222,7,254,Java,https://codeload.github.com/sensorsdata/sa-sdk-android/legacy.zip/e86499338b027c20914013fcbcfd02e70bc72e20,https://github.com/sensorsdata/sa-sdk-android
Android-InsecureBankv2,1116,9,4,Java,https://codeload.github.com/dineshshetty/Android-InsecureBankv2/legacy.zip/3c8cc3a3ce45ed56d0f58f236b541b41f992e51f,https://github.com/dineshshetty/Android-InsecureBankv2
Android-ReactiveLocation,2110,9,0,Java,https://codeload.github.com/mcharmas/Android-ReactiveLocation/legacy.zip/8dce277e49540767965b70502567af93593de994,https://github.com/mcharmas/Android-ReactiveLocation
Android-DirectionalViewPager,1038,12,0,Java,https://codeload.github.com/JakeWharton/Android-DirectionalViewPager/legacy.zip/f966aa804c39b86fda279d99a1e21ba21bd6260a,https://github.com/JakeWharton/Android-DirectionalViewPager
android-pickers,1286,6,5,Java,https://codeload.github.com/addappcn/android-pickers/legacy.zip/f88c98993d71baa74776324b2b0c0a6e0bf2168a,https://github.com/addappcn/android-pickers
Android-SwipeToDismiss,1285,10,0,Java,https://codeload.github.com/romannurik/Android-SwipeToDismiss/legacy.zip/ecf1e51af2b1f400605b8a3786eed6944dbfbcda,https://github.com/romannurik/Android-SwipeToDismiss
open_nsfw_android,1818,4,11,Java,https://codeload.github.com/devzwy/open_nsfw_android/legacy.zip/a1b49e0cf4d28c2f67bf60a87005a7c220cde487,https://github.com/devzwy/open_nsfw_android
Android-AlertView,1388,8,0,Java,https://codeload.github.com/saiwu-bigkoo/Android-AlertView/legacy.zip/c6f7b59ca7b2994b034871ca1e76a70bfe85e768,https://github.com/saiwu-bigkoo/Android-AlertView
Android-AlertView,1388,8,0,Java,https://codeload.github.com/saiwu-bigkoo/Android-AlertView/legacy.zip/c6f7b59ca7b2994b034871ca1e76a70bfe85e768,https://github.com/saiwu-bigkoo/Android-AlertView
mastodon-android,1446,1,17,Java,https://codeload.github.com/mastodon/mastodon-android/legacy.zip/29297be4a381cf1bdbaf6a084163214b878f8176,https://github.com/mastodon/mastodon-android
android-testing-templates,1962,8,0,Java,https://codeload.github.com/googlesamples/android-testing-templates/legacy.zip/474415a17df7e2072fc1a0a589e29e33b020987e,https://github.com/googlesamples/android-testing-templates
BlurEffectForAndroidDesign,1967,10,0,Java,https://codeload.github.com/PomepuyN/BlurEffectForAndroidDesign/legacy.zip/18565cc259b6ddc6099a63146657db14d70e426b,https://github.com/PomepuyN/BlurEffectForAndroidDesign
StarWars.Android,1941,7,0,Java,https://codeload.github.com/Yalantis/StarWars.Android/legacy.zip/a947b5a5b59e4543004af6c6ca08d5fa0451233a,https://github.com/Yalantis/StarWars.Android
android-maven-plugin,1044,14,0,Java,https://codeload.github.com/simpligility/android-maven-plugin/legacy.zip/acaf0eec01d0adbbf59583eaafcc8817b7263daa,https://github.com/simpligility/android-maven-plugin
android-about-page,2038,7,19,Java,https://codeload.github.com/medyo/android-about-page/legacy.zip/1fd208ca287d152cd1bec7733949df9914615ecb,https://github.com/medyo/android-about-page
Android-Download-Manager-Pro,1595,8,0,Java,https://codeload.github.com/majidgolshadi/Android-Download-Manager-Pro/legacy.zip/57dc410a97b1f825a31267758b3c777584caa334,https://github.com/majidgolshadi/Android-Download-Manager-Pro
expanding-collection-android,2032,6,0,Java,https://codeload.github.com/Ramotion/expanding-collection-android/legacy.zip/07ca505e41db1c8d6972731df8834e236dd232c1,https://github.com/Ramotion/expanding-collection-android
Android-WizardPager,1165,10,0,Java,https://codeload.github.com/romannurik/Android-WizardPager/legacy.zip/559656a2fb03b95bcd7dd57bf8d8dccff72fbcf0,https://github.com/romannurik/Android-WizardPager
Android-WizardPager,1165,10,0,Java,https://codeload.github.com/romannurik/Android-WizardPager/legacy.zip/559656a2fb03b95bcd7dd57bf8d8dccff72fbcf0,https://github.com/romannurik/Android-WizardPager
android-gesture-detectors,1110,11,2,Java,https://codeload.github.com/Almeros/android-gesture-detectors/legacy.zip/e2e854b281f5556adf7ffb90a39a189eff051451,https://github.com/Almeros/android-gesture-detectors
android-flat-button,1387,9,0,Java,https://codeload.github.com/hoang8f/android-flat-button/legacy.zip/17048ad020a8cf796c017e14f6c4f78636982339,https://github.com/hoang8f/android-flat-button
android-PictureInPicture,1386,6,0,Java,https://codeload.github.com/googlearchive/android-PictureInPicture/legacy.zip/b4e5a04523081d95f3679106e771813f68a88dc8,https://github.com/googlearchive/android-PictureInPicture
circle-menu-android,1883,6,0,Java,https://codeload.github.com/Ramotion/circle-menu-android/legacy.zip/ada9687c73827af54713614dbbf8c2a5bac79c68,https://github.com/Ramotion/circle-menu-android
android-weak-handler,1542,9,4,Java,https://codeload.github.com/badoo/android-weak-handler/legacy.zip/1c08b4e58f1861dcf0c7412e05c745aa3bd0b29f,https://github.com/badoo/android-weak-handler
android-parallax-recyclerview,1618,8,6,Java,https://codeload.github.com/kanytu/android-parallax-recyclerview/legacy.zip/cad6b8d619a3d2d87efa35e7a8f456f55b120dc5,https://github.com/kanytu/android-parallax-recyclerview
android-backup-extractor,1986,11,54,Java,https://codeload.github.com/nelenkov/android-backup-extractor/legacy.zip/56e986ad965f36eb0903e4b7b4f8e4a8fe88de12,https://github.com/nelenkov/android-backup-extractor
NetBare-Android,1221,4,0,Java,https://codeload.github.com/MegatronKing/NetBare-Android/legacy.zip/df5b417ea663763932cabf1ef52f15b09ddc2e16,https://github.com/MegatronKing/NetBare-Android
Android-SerialPort-API,1138,6,6,Java,https://codeload.github.com/licheedev/Android-SerialPort-API/legacy.zip/0e329bec294043c8c47e0ba7a8a9c0e5f732ef2b,https://github.com/licheedev/Android-SerialPort-API
EffectiveAndroid,1709,8,0,Java,https://codeload.github.com/rallat/EffectiveAndroid/legacy.zip/3504faf953b95e8ebe3c9c451252fca0eb02ea72,https://github.com/rallat/EffectiveAndroid
android-slidingactivity,1281,8,0,Java,https://codeload.github.com/klinker41/android-slidingactivity/legacy.zip/247a2eeb74f902d7246942b32a320b66ad571f30,https://github.com/klinker41/android-slidingactivity
garland-view-android,1842,6,0,Java,https://codeload.github.com/Ramotion/garland-view-android/legacy.zip/7dbb1cd214cffda12e046ead16360237c8500b72,https://github.com/Ramotion/garland-view-android
android-material-stepper,1778,7,23,Java,https://codeload.github.com/stepstone-tech/android-material-stepper/legacy.zip/c847fbfa6c1691560d7a2286dc0432f4ae38741e,https://github.com/stepstone-tech/android-material-stepper
bubbles-for-android,1484,8,0,Java,https://codeload.github.com/txusballesteros/bubbles-for-android/legacy.zip/d23a6c03436ee67eb75e51141391163e6341abb8,https://github.com/txusballesteros/bubbles-for-android
assertj-android,1583,10,1,Java,https://codeload.github.com/square/assertj-android/legacy.zip/7d4da5c468bce780e43c243853d5b8f1e7b93135,https://github.com/square/assertj-android
android-PageFlip,1711,7,3,Java,https://codeload.github.com/eschao/android-PageFlip/legacy.zip/adf677e156fd83c8a6eaea650e493e82c876f8c2,https://github.com/eschao/android-PageFlip
VideoEditor-For-Android,1073,6,0,Java,https://codeload.github.com/qqchenjian318/VideoEditor-For-Android/legacy.zip/e116fda60c6bc271d8babfd62c04998e46d292c1,https://github.com/qqchenjian318/VideoEditor-For-Android
android-square-progressbar,1276,10,4,Java,https://codeload.github.com/mrwonderman/android-square-progressbar/legacy.zip/29cf16eaded3ed355c03e68b0c7d26339ac6fafc,https://github.com/mrwonderman/android-square-progressbar
and_swipeback,1079,7,0,Java,https://codeload.github.com/XBeats/and_swipeback/legacy.zip/51b0c1af3b7de02709082fa2648756eb141c1f11,https://github.com/XBeats/and_swipeback
Android_CN_OAID,1760,3,20,Java,https://codeload.github.com/gzu-liyujiang/Android_CN_OAID/legacy.zip/e9edb28c7defafa1d2627f430f38ead80e6bfb9c,https://github.com/gzu-liyujiang/Android_CN_OAID
screenshot-tests-for-android,1712,8,11,Java,https://codeload.github.com/facebook/screenshot-tests-for-android/legacy.zip/6f7cf3cbbe7f82a3a4c670270d8e5cd09d7db428,https://github.com/facebook/screenshot-tests-for-android
Hyperion-Android,1887,6,9,Java,https://codeload.github.com/willowtreeapps/Hyperion-Android/legacy.zip/f81c48e6005a3ee7c794e68f95b373ae1874bf4f,https://github.com/willowtreeapps/Hyperion-Android
android-parcelable-intellij-plugin,2139,10,6,Java,https://codeload.github.com/mcharmas/android-parcelable-intellij-plugin/legacy.zip/018765c4b9af791fabfcad38a75f9b83e6c1045d,https://github.com/mcharmas/android-parcelable-intellij-plugin
android-cube-app,1009,8,0,Java,https://codeload.github.com/liaohuqiu/android-cube-app/legacy.zip/4a2e8bef40c280252b770a84b19806e65515af73,https://github.com/liaohuqiu/android-cube-app
Android-StepsView,1366,8,1,Java,https://codeload.github.com/anton46/Android-StepsView/legacy.zip/42c0b856d08169dbe2bd83acf948e4ffd9dc4d15,https://github.com/anton46/Android-StepsView
android-design-template,1173,7,0,Java,https://codeload.github.com/andreasschrade/android-design-template/legacy.zip/25f5955c01248e7c4bbb106708932b8e90516748,https://github.com/andreasschrade/android-design-template
Android-Studio-Plugins,2218,6,0,Java,https://codeload.github.com/balsikandar/Android-Studio-Plugins/legacy.zip/7bc5c6ec3e52ea834746b4e718df6ca290268d87,https://github.com/balsikandar/Android-Studio-Plugins
android-auto-update,1004,9,0,Java,https://codeload.github.com/feicien/android-auto-update/legacy.zip/789f46be8996322ca54bf8ad7e6c210c653d97ed,https://github.com/feicien/android-auto-update
firebase-jobdispatcher-android,1795,7,12,Java,https://codeload.github.com/googlearchive/firebase-jobdispatcher-android/legacy.zip/8f36fbe5194f96d6f2628b3a55655b2daeaa67d9,https://github.com/googlearchive/firebase-jobdispatcher-android
RxAndroidAudio,1561,7,0,Java,https://codeload.github.com/Piasy/RxAndroidAudio/legacy.zip/33a968d5f4c881ff1d5da41978ab277f964021eb,https://github.com/Piasy/RxAndroidAudio
android-checkout,1018,9,1,Java,https://codeload.github.com/serso/android-checkout/legacy.zip/fa5d5ee4b2067deecd9a2885f720eada129ffc89,https://github.com/serso/android-checkout
android-ScreenCapture,1021,8,0,Java,https://codeload.github.com/googlearchive/android-ScreenCapture/legacy.zip/73b74ac4c775127e5686cfa6b0c2ae6e70866a8e,https://github.com/googlearchive/android-ScreenCapture
lbry-android,2506,6,84,Java,https://codeload.github.com/lbryio/lbry-android/legacy.zip/fdd759b2416630738427e1b889b12ae37e037e54,https://github.com/lbryio/lbry-android
logback-android,1113,12,48,Java,https://codeload.github.com/tony19/logback-android/legacy.zip/d6ed2017fb87e30e8b32d794523ac29c24123c87,https://github.com/tony19/logback-android
joda-time-android,2620,9,42,Java,https://codeload.github.com/dlew/joda-time-android/legacy.zip/f957dd71f221b96d9cf188573ab69690d3625685,https://github.com/dlew/joda-time-android
Android-MonthCalendarWidget,1088,10,0,Java,https://codeload.github.com/romannurik/Android-MonthCalendarWidget/legacy.zip/c08eaae8bdfa1417ba080604f6391b8575ead4db,https://github.com/romannurik/Android-MonthCalendarWidget
android-3D-model-viewer,1334,9,11,Java,https://codeload.github.com/the3deer/android-3D-model-viewer/legacy.zip/d271040b3b9625e6953580c1b1d7344dde1e0770,https://github.com/the3deer/android-3D-model-viewer
AntiFakerAndroidChecker,1165,6,2,Java,https://codeload.github.com/happylishang/AntiFakerAndroidChecker/legacy.zip/56a353bcf5ab20ad2590e385f14c9a43dc8468a3,https://github.com/happylishang/AntiFakerAndroidChecker
rxjava_for_android,1063,7,0,Java,https://codeload.github.com/cn-ljb/rxjava_for_android/legacy.zip/30ef3c6bd50eb65c8182391318adb2be5997b0d8,https://github.com/cn-ljb/rxjava_for_android
Android-InfiniteCards,1736,6,3,Java,https://codeload.github.com/BakerJQ/Android-InfiniteCards/legacy.zip/72631eef901f01dfe7ae5f2ab792e21b10cc462c,https://github.com/BakerJQ/Android-InfiniteCards
Android-Video-Trimmer,1042,7,0,Java,https://codeload.github.com/iknow4/Android-Video-Trimmer/legacy.zip/239da798dd052d1387b95aa421588ffce0a28824,https://github.com/iknow4/Android-Video-Trimmer
SlideUp-Android,1634,6,12,Java,https://codeload.github.com/mancj/SlideUp-Android/legacy.zip/6af7fb8b8225adcb898d10e61adebaee65261bf0,https://github.com/mancj/SlideUp-Android
Android-ParallaxHeaderViewPager,1395,9,0,Java,https://codeload.github.com/kmshack/Android-ParallaxHeaderViewPager/legacy.zip/66700fd25b6968cc3789f8c8d721f880eba430ab,https://github.com/kmshack/Android-ParallaxHeaderViewPager
android-morphing-button,1427,8,2,Java,https://codeload.github.com/dmytrodanylyk/android-morphing-button/legacy.zip/44e525609a45e316a04ceb3f267d47b3c05c387b,https://github.com/dmytrodanylyk/android-morphing-button
android-TopActivity,1057,8,0,Java,https://codeload.github.com/109021017/android-TopActivity/legacy.zip/f6bf9d280e13dc1ea9a1988865ed2adf65c75df1,https://github.com/109021017/android-TopActivity
Quality-Tools-for-Android,1270,10,0,Java,https://codeload.github.com/stephanenicolas/Quality-Tools-for-Android/legacy.zip/1ec3bada6ae37a254db8ef1b0d8db2e10275056f,https://github.com/stephanenicolas/Quality-Tools-for-Android
android-dynamical-loading,1074,8,0,Java,https://codeload.github.com/kaedea/android-dynamical-loading/legacy.zip/4113444be3a187f84c8af4ec74292d5aabc3a74c,https://github.com/kaedea/android-dynamical-loading
Android-ActionItemBadge,1279,9,31,Java,https://codeload.github.com/mikepenz/Android-ActionItemBadge/legacy.zip/24e5915134f39032c47798b7f2b942d3d32c6418,https://github.com/mikepenz/Android-ActionItemBadge
Android-Video-Editor,1123,5,0,Java,https://codeload.github.com/LLhon/Android-Video-Editor/legacy.zip/63d47268f624aaf2119e9376e5f261f69d2b34e0,https://github.com/LLhon/Android-Video-Editor
android-selector-chapek,1574,10,0,Java,https://codeload.github.com/inmite/android-selector-chapek/legacy.zip/854dc37b7a70ed1ff03a9dc352d2282ae1c4b65f,https://github.com/inmite/android-selector-chapek
ribot-app-android,1241,7,0,Java,https://codeload.github.com/ribot/ribot-app-android/legacy.zip/01da5104df6740d85e92705bbd6b0783a781e88c,https://github.com/ribot/ribot-app-android
android-flux-todo-app,1294,8,0,Java,https://codeload.github.com/lgvalle/android-flux-todo-app/legacy.zip/74b5065338f087edd26c7b2e8bab780bc3446740,https://github.com/lgvalle/android-flux-todo-app
HeaderAndFooterRecyclerView,1375,7,0,Java,https://codeload.github.com/cundong/HeaderAndFooterRecyclerView/legacy.zip/33860effcdfad7b62172f0235f358533a5235fa6,https://github.com/cundong/HeaderAndFooterRecyclerView
3dTagCloudAndroid,1628,7,6,Java,https://codeload.github.com/misakuo/3dTagCloudAndroid/legacy.zip/dc72e8bcb7813cfe06cf373263aa4a556089a8f4,https://github.com/misakuo/3dTagCloudAndroid
